,Student ID,TA Name,Course Name,Semester,Grade,Attendance,Homework Submissions,Midterm Score,Final Score,TA Feedback,label
412,207,Dave Thompson,Chemistry I,2021,B+,75,20,80,10,0,1
413,924,John Smith,Chemistry I,2021,A+,95,20,95,90,0,1
414,550,Alice White,Biology III,2021,A+,90,10,85,10,0,1
415,256,John Smith,Calculus I,2021,B,80,15,90,90,0,0
416,692,Dave Thompson,Chemistry I,2021,B,90,20,85,20,0,1
417,911,Jane Doe,Physics II,2021,B+,95,10,95,20,1,1
418,19,Alice White,Biology III,2021,B+,75,20,95,90,0,1
419,163,Dave Thompson,Calculus I,2021,B,75,15,95,95,1,1
420,978,Jane Doe,Statistics II,2021,A+,95,15,90,20,1,1
421,714,Jane Doe,Calculus I,2021,B,75,10,85,20,0,1
422,783,Dave Thompson,Physics II,2021,C,95,10,95,95,1,1
423,882,Bob Johnson,Physics II,2021,C,75,20,80,95,0,1
424,600,Dave Thompson,Statistics II,2021,B,80,15,85,100,1,1
425,175,John Smith,Statistics II,2021,B+,75,15,80,95,0,1
426,952,Bob Johnson,Statistics II,2021,B,90,15,95,100,1,1
427,243,Jane Doe,Biology III,2021,A+,80,20,85,100,0,1
428,660,Alice White,Physics II,2021,C,75,20,95,90,0,1
429,997,Jane Doe,Statistics II,2021,A,80,15,95,95,0,1
430,971,Alice White,Physics II,2021,B+,95,10,85,20,1,1
431,777,Alice White,Biology III,2021,A,90,15,95,90,0,1
432,517,Dave Thompson,Biology III,2021,B+,90,15,95,90,1,1
433,651,Dave Thompson,Physics II,2021,A,85,10,95,100,0,1
434,886,Jane Doe,Statistics II,2021,A,95,20,95,10,0,1
435,103,Dave Thompson,Calculus I,2021,B,75,20,90,100,1,1
436,859,Jane Doe,Chemistry I,2021,B+,90,15,90,20,0,1
437,770,Dave Thompson,Physics II,2021,C,80,15,85,95,1,1
438,692,Dave Thompson,Biology III,2021,A,85,20,90,100,0,1
439,246,Alice White,Statistics II,2021,B,85,10,80,95,1,1
440,148,Bob Johnson,Chemistry I,2021,A+,95,15,80,100,1,1
441,533,Dave Thompson,Physics II,2021,B+,95,15,85,10,0,1
442,819,Dave Thompson,Calculus I,2021,B+,75,20,95,20,0,1
443,670,Jane Doe,Calculus I,2021,C,75,10,90,20,1,1
444,176,Alice White,Biology III,2021,A,75,10,95,20,0,1
445,769,Alice White,Biology III,2021,B,75,15,95,10,1,1
446,419,Bob Johnson,Biology III,2021,A,90,10,95,20,1,1
447,922,Bob Johnson,Physics II,2021,B,75,15,95,20,0,1
448,992,Bob Johnson,Calculus I,2021,C,90,15,90,100,1,1
449,777,Dave Thompson,Calculus I,2021,A,90,15,85,95,1,1
450,113,Jane Doe,Biology III,2021,A+,90,15,95,100,1,1
451,168,John Smith,Biology III,2021,C,85,15,95,10,0,1
452,533,Jane Doe,Statistics II,2021,C,90,10,95,100,0,1
453,80,Alice White,Calculus I,2021,B+,95,10,80,95,0,1
454,908,Bob Johnson,Biology III,2021,B,75,15,95,10,0,1
455,228,John Smith,Biology III,2021,A,85,15,95,10,1,1
456,37,Alice White,Biology III,2021,B,80,10,80,90,0,1
457,603,Bob Johnson,Statistics II,2021,C,95,20,95,20,0,1
458,327,John Smith,Calculus I,2021,A,80,10,95,20,0,1
459,990,Jane Doe,Calculus I,2021,A+,95,10,85,100,0,1
460,152,Alice White,Calculus I,2021,B,90,10,85,10,0,1
461,178,Dave Thompson,Statistics II,2021,B,80,20,80,20,1,1
462,182,John Smith,Physics II,2021,A+,85,20,80,90,0,1
463,990,John Smith,Statistics II,2021,C,75,15,95,10,0,1
464,468,Jane Doe,Chemistry I,2021,B,95,10,80,20,0,1
465,622,Jane Doe,Statistics II,2021,B+,80,15,85,95,0,1
466,872,Alice White,Chemistry I,2021,B+,75,15,85,10,1,1
467,109,Dave Thompson,Biology III,2021,A,95,20,85,10,0,1
468,156,Bob Johnson,Chemistry I,2021,A+,90,20,90,90,1,1
469,260,John Smith,Statistics II,2021,C,90,10,95,10,0,1
470,396,John Smith,Physics II,2021,B+,95,20,80,90,1,1
471,579,Alice White,Calculus I,2021,A,95,10,80,100,0,1
472,933,Bob Johnson,Statistics II,2021,A,85,10,85,20,1,1
473,260,Bob Johnson,Calculus I,2021,B,85,15,85,100,1,1
474,271,Bob Johnson,Chemistry I,2021,C,95,10,85,90,0,1
475,412,Alice White,Biology III,2021,B+,80,10,85,95,1,1
476,37,John Smith,Biology III,2021,A+,95,10,85,20,1,1
477,393,Jane Doe,Statistics II,2021,B,95,10,90,100,0,1
478,782,John Smith,Chemistry I,2021,B+,90,20,95,100,1,1
479,635,Jane Doe,Chemistry I,2021,A,95,15,80,95,0,1
480,224,Jane Doe,Calculus I,2021,A+,90,10,90,10,1,1
481,195,Alice White,Chemistry I,2021,A,90,10,95,20,0,1
482,367,Bob Johnson,Physics II,2021,B,95,15,85,100,1,1
483,894,Alice White,Biology III,2021,A+,95,10,90,20,1,1
484,594,Jane Doe,Physics II,2021,A+,90,15,95,95,1,1
485,562,John Smith,Physics II,2021,B,90,20,95,20,1,1
486,78,Jane Doe,Calculus I,2021,A,95,10,85,90,1,1
487,537,Alice White,Chemistry I,2021,A+,95,10,95,95,0,0
488,807,John Smith,Calculus I,2021,C,75,20,95,10,0,1
489,538,Bob Johnson,Biology III,2021,C,90,20,95,100,1,1
490,572,Alice White,Calculus I,2021,A,95,10,90,95,1,1
491,308,Dave Thompson,Physics II,2021,A+,80,15,95,100,1,1
492,582,Jane Doe,Calculus I,2021,A,95,10,80,20,1,1
493,666,Bob Johnson,Chemistry I,2021,C,80,15,95,20,1,1
494,560,Bob Johnson,Calculus I,2021,A+,90,10,95,20,1,1
495,566,John Smith,Chemistry I,2021,A+,75,15,95,95,1,1
496,883,Alice White,Physics II,2021,A,80,10,90,90,0,0
497,937,Jane Doe,Chemistry I,2021,A+,90,15,90,100,1,1
498,372,Dave Thompson,Chemistry I,2021,A,95,15,95,10,1,1
499,385,Jane Doe,Chemistry I,2021,B+,95,10,85,95,0,1
500,114,Alice White,Chemistry I,2021,B+,90,15,90,100,0,1
501,277,Bob Johnson,Biology III,2021,C,75,15,85,10,0,1
502,462,Dave Thompson,Statistics II,2021,C,95,20,95,20,0,1
503,622,John Smith,Biology III,2021,B,75,15,90,20,1,1
504,72,Alice White,Calculus I,2021,B+,90,15,80,95,1,1
505,409,Jane Doe,Biology III,2021,B+,85,15,95,90,0,1
506,530,Alice White,Biology III,2021,B,90,20,95,20,1,1
507,15,John Smith,Chemistry I,2021,A,75,20,80,10,1,1
508,42,Jane Doe,Calculus I,2021,B+,75,10,95,20,0,1
509,20,Dave Thompson,Calculus I,2021,B+,85,20,80,95,1,1
510,16,Jane Doe,Physics II,2021,C,80,15,80,90,1,1
511,647,Jane Doe,Chemistry I,2021,B,90,20,95,10,1,1
512,733,John Smith,Biology III,2021,B,85,20,80,100,1,1
513,607,Jane Doe,Physics II,2021,C,95,15,80,20,0,1
514,93,Alice White,Physics II,2021,B+,95,10,95,90,0,1
515,81,Bob Johnson,Biology III,2021,A+,75,10,95,100,1,1
516,901,John Smith,Calculus I,2021,B,95,20,80,20,1,1
517,914,John Smith,Chemistry I,2021,B+,85,20,85,100,1,1
518,78,John Smith,Chemistry I,2021,A,90,10,95,95,1,1
519,863,Alice White,Biology III,2021,B,85,10,95,95,0,0
520,498,Alice White,Chemistry I,2021,C,80,15,85,95,1,1
521,658,Alice White,Statistics II,2021,B,95,10,95,100,0,1
522,832,Alice White,Physics II,2021,C,95,15,95,100,1,1
523,495,Jane Doe,Physics II,2021,A,90,15,85,95,1,1
524,921,John Smith,Statistics II,2021,B+,80,15,95,100,1,1
525,971,John Smith,Chemistry I,2021,C,95,15,95,20,0,1
526,26,Dave Thompson,Calculus I,2021,C,75,10,90,20,0,1
527,709,Bob Johnson,Statistics II,2021,A,95,20,95,95,1,1
528,656,Jane Doe,Statistics II,2021,A+,95,15,80,95,1,1
529,959,Bob Johnson,Physics II,2021,B,95,15,80,10,0,1
530,456,Jane Doe,Calculus I,2021,A+,80,10,85,20,1,1
531,77,Jane Doe,Calculus I,2021,B,90,10,80,100,1,1
532,314,Jane Doe,Chemistry I,2021,A,90,10,85,95,0,1
533,352,John Smith,Calculus I,2021,A,90,20,80,20,0,1
534,923,Bob Johnson,Chemistry I,2021,A+,95,10,95,20,0,1
535,945,Bob Johnson,Biology III,2021,A,90,20,80,20,1,1
536,986,Alice White,Statistics II,2021,B+,80,15,95,95,1,1
537,201,Bob Johnson,Statistics II,2021,A+,90,20,80,20,1,1
538,303,Alice White,Chemistry I,2021,C,85,20,90,90,1,1
539,327,Dave Thompson,Chemistry I,2021,C,95,10,80,100,1,1
540,123,Alice White,Chemistry I,2021,A,75,15,95,100,0,1
541,178,Jane Doe,Statistics II,2021,A,95,20,85,100,0,1
542,302,John Smith,Chemistry I,2021,B,95,15,80,100,1,1
543,8,Jane Doe,Statistics II,2021,A+,85,10,85,20,1,1
544,2,Dave Thompson,Statistics II,2021,A+,75,20,85,100,1,1
545,146,John Smith,Physics II,2021,B+,75,15,85,10,1,1
546,548,Dave Thompson,Physics II,2021,C,75,20,85,20,0,1
547,600,Jane Doe,Biology III,2021,C,90,20,85,20,1,1
548,631,John Smith,Biology III,2021,B+,90,10,80,20,1,1
549,482,Dave Thompson,Calculus I,2021,B,85,20,80,95,0,1
550,42,Alice White,Chemistry I,2021,B+,75,15,95,10,1,1
551,358,Bob Johnson,Statistics II,2021,B,95,15,80,100,1,1
552,651,Jane Doe,Calculus I,2021,B,95,10,90,10,1,1
553,571,Alice White,Physics II,2021,B,75,10,95,10,1,1
554,692,Dave Thompson,Statistics II,2021,A,90,20,95,95,0,0
555,714,Dave Thompson,Calculus I,2021,A,95,15,80,100,1,1
556,221,John Smith,Physics II,2021,B,95,10,95,95,1,1
557,49,Alice White,Biology III,2021,B+,95,15,95,90,1,1
558,952,Dave Thompson,Chemistry I,2021,B+,75,15,80,95,1,1
559,360,John Smith,Chemistry I,2021,B+,95,10,85,95,0,1
560,454,Bob Johnson,Calculus I,2021,A,75,20,80,100,0,1
561,752,Bob Johnson,Physics II,2021,B,95,20,85,100,1,1
562,640,John Smith,Calculus I,2021,C,75,20,95,100,1,1
563,842,Alice White,Physics II,2021,B+,80,10,80,20,0,1
564,798,John Smith,Physics II,2021,A,95,10,90,100,1,1
565,951,John Smith,Chemistry I,2021,A+,90,15,90,20,0,1
566,28,Alice White,Biology III,2021,B,85,15,95,100,1,1
567,93,Bob Johnson,Biology III,2021,B+,95,15,85,100,0,1
568,691,Dave Thompson,Statistics II,2021,A,75,10,80,20,1,1
569,217,Bob Johnson,Physics II,2021,A+,75,15,85,90,1,1
570,484,Alice White,Chemistry I,2021,B,80,15,80,100,1,1
571,539,Jane Doe,Physics II,2021,C,80,20,90,10,0,1
572,639,Alice White,Statistics II,2021,B,75,15,85,100,1,1
573,98,Bob Johnson,Chemistry I,2021,B,75,10,95,100,1,1
574,308,Bob Johnson,Physics II,2021,B+,75,10,95,20,0,1
575,418,Alice White,Biology III,2021,B,80,20,90,95,1,1
576,928,Alice White,Biology III,2021,A+,75,15,95,100,0,1
577,300,Alice White,Statistics II,2021,A+,80,15,90,100,1,1
578,900,Bob Johnson,Biology III,2021,B,95,20,80,20,1,1
579,560,John Smith,Physics II,2021,B,85,20,95,20,0,1
580,354,Jane Doe,Statistics II,2021,A+,95,15,95,95,1,1
581,784,John Smith,Calculus I,2021,A+,95,15,80,20,0,1
582,700,Bob Johnson,Statistics II,2021,B+,80,10,80,90,0,1
583,815,John Smith,Biology III,2021,C,80,10,85,95,0,1
584,110,Alice White,Chemistry I,2021,A+,90,15,95,95,0,0
585,843,Dave Thompson,Statistics II,2021,C,85,15,95,90,0,1
586,527,Alice White,Physics II,2021,C,85,20,85,10,0,1
587,504,Jane Doe,Statistics II,2021,A+,90,20,95,10,1,1
588,102,Alice White,Biology III,2021,B+,75,10,85,90,1,1
589,606,Dave Thompson,Statistics II,2021,B,80,20,95,95,0,0
590,184,Bob Johnson,Physics II,2021,A,95,10,80,20,0,1
591,219,John Smith,Physics II,2021,B,75,15,95,95,0,0
592,912,Alice White,Biology III,2021,A,95,15,90,20,1,1
593,129,John Smith,Physics II,2021,A+,90,15,95,95,1,1
594,665,Jane Doe,Biology III,2021,B,95,20,85,90,0,1
595,320,John Smith,Statistics II,2021,B,95,20,95,100,0,1
596,604,Jane Doe,Statistics II,2021,A,85,20,95,20,0,1
597,555,Jane Doe,Calculus I,2021,B+,85,15,95,20,0,1
598,782,Alice White,Biology III,2021,A+,90,20,90,20,1,1
599,482,Dave Thompson,Chemistry I,2021,A+,90,15,85,100,0,1
600,248,John Smith,Biology III,2021,A+,90,10,90,95,1,1
601,944,Jane Doe,Statistics II,2021,B,90,15,90,20,1,1
602,68,Jane Doe,Statistics II,2021,C,90,15,80,20,0,1
603,270,Jane Doe,Physics II,2021,A,90,10,95,10,0,1
604,720,Bob Johnson,Calculus I,2021,B,75,15,95,100,0,1
605,911,John Smith,Chemistry I,2021,B+,85,10,85,20,0,1
606,738,John Smith,Calculus I,2021,B+,95,10,85,95,1,1
607,717,Jane Doe,Biology III,2021,B,75,15,85,90,1,1
608,657,John Smith,Biology III,2021,A,95,10,95,90,1,1
609,92,John Smith,Statistics II,2021,A+,75,10,95,100,0,1
610,948,Bob Johnson,Physics II,2021,A+,80,20,80,100,1,1
611,650,Jane Doe,Chemistry I,2021,C,95,10,95,20,0,1
612,495,John Smith,Physics II,2021,B,75,15,80,90,0,1
613,529,Dave Thompson,Chemistry I,2021,C,75,15,95,100,0,1
614,392,Jane Doe,Calculus I,2021,B+,90,15,95,100,1,1
615,514,John Smith,Statistics II,2021,A+,75,10,85,100,0,1
616,440,Bob Johnson,Physics II,2021,A+,90,10,95,10,0,1
617,762,Dave Thompson,Biology III,2021,C,75,15,80,95,0,1
618,833,Alice White,Statistics II,2021,B,75,20,95,20,1,1
619,439,Alice White,Chemistry I,2021,C,95,15,85,100,1,1
620,631,Dave Thompson,Statistics II,2021,B+,75,10,80,20,0,1
621,197,Alice White,Biology III,2021,B,95,15,85,100,1,1
622,355,Dave Thompson,Biology III,2021,B+,90,10,95,20,1,1
623,214,John Smith,Chemistry I,2021,B,75,15,90,20,1,1
624,107,Alice White,Statistics II,2021,C,90,15,85,20,0,1
625,208,Alice White,Physics II,2021,A,75,10,80,95,1,1
626,629,Dave Thompson,Statistics II,2021,C,75,20,95,20,0,1
627,969,John Smith,Biology III,2021,B,85,10,85,90,1,1
628,932,John Smith,Chemistry I,2021,B+,75,15,85,100,1,1
629,9,Jane Doe,Calculus I,2021,C,80,10,95,95,1,1
630,142,Jane Doe,Calculus I,2021,B,90,10,95,20,0,1
631,842,John Smith,Statistics II,2021,B+,95,10,90,20,0,1
632,534,Dave Thompson,Biology III,2021,B+,95,15,80,90,1,1
633,784,Bob Johnson,Statistics II,2021,B+,90,15,95,95,0,0
634,681,Bob Johnson,Chemistry I,2021,B,90,10,95,20,1,1
635,707,Jane Doe,Physics II,2021,B+,85,10,95,90,1,1
636,412,Alice White,Calculus I,2021,B+,75,10,95,90,1,1
637,94,Bob Johnson,Statistics II,2021,C,85,15,95,100,1,1
638,925,Alice White,Biology III,2021,B+,75,10,80,100,0,1
639,705,Alice White,Calculus I,2021,A,90,15,95,100,0,1
640,924,John Smith,Calculus I,2021,B,75,20,95,20,0,1
641,342,Bob Johnson,Physics II,2021,B+,75,10,80,10,0,1
642,288,Bob Johnson,Statistics II,2021,B+,75,10,85,10,1,1
643,692,Alice White,Physics II,2021,A+,95,10,90,10,0,1
644,267,Alice White,Biology III,2021,C,75,15,85,100,0,1
645,922,John Smith,Biology III,2021,B+,80,15,95,20,0,1
646,927,Dave Thompson,Statistics II,2021,C,75,20,90,20,0,1
647,532,Bob Johnson,Calculus I,2021,C,75,10,80,95,1,1
648,852,Bob Johnson,Chemistry I,2021,A,80,10,95,10,0,1
649,225,John Smith,Physics II,2021,B,75,10,90,100,0,1
650,965,John Smith,Calculus I,2021,A,75,10,80,95,1,1
651,169,Dave Thompson,Biology III,2021,B,95,20,85,95,1,1
652,323,Alice White,Biology III,2021,A+,95,10,85,20,1,1
653,556,Bob Johnson,Calculus I,2021,A,95,20,80,100,1,1
654,700,Alice White,Calculus I,2021,C,80,10,90,20,0,1
655,994,Bob Johnson,Biology III,2021,B+,75,15,80,10,1,1
656,95,John Smith,Physics II,2021,A+,75,20,80,100,1,1
657,362,John Smith,Physics II,2021,B,90,15,80,90,1,1
658,647,John Smith,Calculus I,2021,A,75,10,95,100,0,1
659,606,Dave Thompson,Statistics II,2021,A+,95,10,85,95,0,1
660,566,Bob Johnson,Biology III,2021,A,85,15,95,90,0,1
661,959,John Smith,Chemistry I,2021,C,85,15,85,90,0,1
662,594,Dave Thompson,Biology III,2021,A,75,20,95,100,0,1
663,464,Alice White,Physics II,2021,B,95,10,95,10,1,1
664,781,Dave Thompson,Physics II,2021,B,75,20,85,20,0,1
665,801,Dave Thompson,Chemistry I,2021,B+,80,10,80,20,0,1
666,647,Jane Doe,Physics II,2021,B+,75,10,90,10,0,1
667,670,Alice White,Chemistry I,2021,B,90,15,80,20,1,1
668,511,Jane Doe,Physics II,2021,B,75,15,80,95,1,1
669,267,Bob Johnson,Chemistry I,2021,B,95,15,80,10,1,1
670,326,Dave Thompson,Statistics II,2021,A+,95,15,80,20,1,1
671,789,Dave Thompson,Biology III,2021,A,95,15,95,100,0,1
672,800,Dave Thompson,Physics II,2021,A+,95,15,90,100,1,1
673,133,Dave Thompson,Calculus I,2021,C,90,20,85,20,1,1
674,362,Jane Doe,Chemistry I,2021,B+,90,10,95,90,1,1
675,349,Bob Johnson,Chemistry I,2021,A,90,10,80,20,0,1
676,547,Jane Doe,Chemistry I,2021,B+,85,10,85,95,0,1
677,763,Dave Thompson,Physics II,2021,C,95,10,90,100,0,1
678,559,Bob Johnson,Biology III,2021,B,90,20,95,20,1,1
679,268,Alice White,Calculus I,2021,B+,75,20,85,20,0,1
680,805,Jane Doe,Chemistry I,2021,B,90,20,95,95,0,0
681,44,John Smith,Chemistry I,2021,B+,90,15,95,100,1,1
682,278,Alice White,Chemistry I,2021,C,90,20,90,95,0,1
683,139,Alice White,Chemistry I,2021,B+,95,10,95,95,0,0
684,855,Dave Thompson,Calculus I,2021,C,95,20,95,10,1,1
685,311,Dave Thompson,Chemistry I,2021,A,95,10,80,20,0,1
686,237,Alice White,Calculus I,2021,A+,75,10,80,95,0,1
687,266,Jane Doe,Calculus I,2021,C,75,20,95,20,0,1
688,170,Bob Johnson,Chemistry I,2021,B+,95,20,80,20,0,1
689,216,Jane Doe,Statistics II,2021,A,75,20,90,20,1,1
690,117,Jane Doe,Calculus I,2021,C,80,10,85,100,1,1
691,238,Alice White,Statistics II,2021,B+,80,15,95,20,0,1
692,256,Jane Doe,Calculus I,2021,C,80,15,80,90,0,1
693,756,Bob Johnson,Physics II,2021,C,75,20,85,100,1,1
694,848,Alice White,Chemistry I,2021,B,90,20,90,100,0,1
695,844,Jane Doe,Physics II,2021,B+,80,20,90,20,0,1
696,951,Dave Thompson,Calculus I,2021,A+,95,10,95,95,1,1
697,434,Jane Doe,Physics II,2021,C,90,15,80,100,0,1
698,416,Alice White,Chemistry I,2021,A,90,20,90,95,0,1
699,88,Alice White,Chemistry I,2021,B+,95,10,80,95,0,1
700,964,Dave Thompson,Calculus I,2021,A+,75,20,85,100,1,1
701,234,Alice White,Calculus I,2021,B+,95,15,90,100,0,1
702,609,John Smith,Statistics II,2021,A+,95,10,90,20,1,1
703,530,Alice White,Biology III,2021,A+,75,10,80,90,0,1
704,111,Jane Doe,Physics II,2021,C,85,10,80,20,0,1
705,721,Bob Johnson,Statistics II,2021,B,75,15,80,10,1,1
706,853,Jane Doe,Physics II,2021,B+,95,20,95,95,0,0
707,577,Alice White,Chemistry I,2021,A,85,10,95,95,1,1
708,635,John Smith,Calculus I,2021,A,75,10,80,95,1,1
709,238,Jane Doe,Physics II,2021,B,75,15,90,10,1,1
710,364,Bob Johnson,Biology III,2021,A,75,10,85,20,0,1
711,409,Jane Doe,Chemistry I,2021,B+,90,10,80,20,1,1
712,635,Dave Thompson,Chemistry I,2021,A,75,20,80,95,0,1
713,287,John Smith,Statistics II,2021,B+,90,15,90,100,1,1
714,980,Alice White,Biology III,2021,A+,80,15,85,100,1,1
715,218,Jane Doe,Chemistry I,2021,C,85,15,80,100,1,1
716,403,Jane Doe,Biology III,2021,B,95,10,85,90,0,1
717,222,Jane Doe,Calculus I,2021,B,90,10,80,10,0,1
718,345,Jane Doe,Biology III,2021,A,95,10,95,20,1,1
719,484,Bob Johnson,Statistics II,2021,B+,90,20,85,100,1,1
720,113,Dave Thompson,Statistics II,2021,C,90,10,85,100,1,1
721,18,Dave Thompson,Physics II,2021,A,75,15,90,90,0,0
722,452,John Smith,Calculus I,2021,C,90,10,85,100,0,1
723,219,John Smith,Calculus I,2021,B+,75,15,85,95,0,1
724,161,Bob Johnson,Biology III,2021,A,85,20,90,20,0,1
725,70,Dave Thompson,Statistics II,2021,A,75,10,95,90,0,1
726,7,John Smith,Statistics II,2021,C,75,20,85,20,0,1
727,1,Alice White,Statistics II,2021,A,75,20,90,95,1,1
728,870,Dave Thompson,Calculus I,2021,C,75,15,80,20,1,1
729,99,Jane Doe,Statistics II,2021,B+,85,15,85,20,1,1
730,599,Dave Thompson,Physics II,2021,C,85,20,95,10,1,1
731,592,Alice White,Chemistry I,2021,B+,85,10,95,20,0,1
732,315,Jane Doe,Statistics II,2021,B+,90,10,95,20,1,1
733,34,Dave Thompson,Physics II,2021,A+,90,15,85,95,0,1
734,226,Jane Doe,Physics II,2021,C,75,15,95,100,1,1
735,479,Jane Doe,Chemistry I,2021,B,75,15,85,100,1,1
736,491,Bob Johnson,Calculus I,2021,A+,90,20,95,100,1,1
737,223,Alice White,Statistics II,2021,A+,75,10,95,10,1,1
738,692,Bob Johnson,Physics II,2021,C,85,15,80,95,1,1
739,907,Dave Thompson,Physics II,2021,A+,80,15,95,90,1,1
740,520,Jane Doe,Chemistry I,2021,A+,75,10,90,95,1,1
741,243,Dave Thompson,Physics II,2021,A,95,20,95,100,0,1
742,88,Dave Thompson,Statistics II,2021,B+,85,10,95,10,1,1
743,983,Bob Johnson,Calculus I,2021,B,75,15,80,95,1,1
744,480,Dave Thompson,Physics II,2021,C,85,20,80,20,1,1
745,309,Alice White,Calculus I,2021,A,85,20,95,20,1,1
746,655,Jane Doe,Physics II,2021,B,95,20,80,10,1,1
747,540,John Smith,Physics II,2021,B,90,15,85,90,0,1
748,468,Alice White,Statistics II,2021,A,75,20,85,20,1,1
749,142,John Smith,Calculus I,2021,C,85,10,80,20,0,1
750,90,John Smith,Biology III,2021,B+,90,10,95,90,0,1
751,698,Bob Johnson,Statistics II,2021,A,75,10,95,20,0,1
752,313,John Smith,Calculus I,2021,A+,85,10,95,100,0,1
753,180,Jane Doe,Calculus I,2021,B,75,20,85,100,1,1
754,549,Bob Johnson,Calculus I,2021,A+,90,15,95,10,1,1
755,2,Alice White,Biology III,2021,C,90,15,90,20,1,1
756,930,Alice White,Statistics II,2021,B+,75,20,80,10,0,1
757,34,Alice White,Biology III,2021,B+,75,15,85,90,1,1
758,314,Dave Thompson,Physics II,2021,B+,90,20,80,100,1,1
759,226,Bob Johnson,Chemistry I,2021,A+,95,15,85,10,1,1
760,585,Bob Johnson,Biology III,2021,C,90,10,95,100,1,1
761,957,Bob Johnson,Physics II,2021,A+,95,15,95,90,1,1
762,364,Jane Doe,Biology III,2021,B,90,10,95,10,0,1
763,885,Bob Johnson,Calculus I,2021,B+,90,10,80,20,0,1
764,507,Jane Doe,Chemistry I,2021,C,95,15,85,10,0,1
765,950,Alice White,Chemistry I,2021,A+,95,20,95,100,1,1
766,116,Dave Thompson,Physics II,2021,A+,85,10,95,100,1,1
767,114,John Smith,Biology III,2021,A+,80,15,95,20,0,1
768,963,Dave Thompson,Biology III,2021,A+,85,15,95,20,1,1
769,542,Dave Thompson,Biology III,2021,A+,90,10,80,10,1,1
770,595,Dave Thompson,Physics II,2021,B,95,10,95,100,1,1
771,479,John Smith,Biology III,2021,B+,80,20,80,20,1,1
772,720,Jane Doe,Chemistry I,2021,A+,90,15,90,90,1,1
773,107,Alice White,Chemistry I,2021,B,85,10,80,10,0,1
774,315,John Smith,Statistics II,2021,C,85,20,85,100,0,1
775,698,Alice White,Biology III,2021,C,90,15,80,90,1,1
776,888,Jane Doe,Biology III,2021,B,95,10,85,100,1,1
777,152,Alice White,Chemistry I,2021,B,95,15,95,20,1,1
778,911,Jane Doe,Chemistry I,2021,B,95,20,90,90,0,1
779,662,John Smith,Calculus I,2021,C,95,10,95,10,0,1
780,160,John Smith,Calculus I,2021,A+,85,10,80,95,0,1
781,75,Alice White,Statistics II,2021,B+,75,10,95,20,0,1
782,349,Alice White,Chemistry I,2021,A+,75,10,85,95,1,1
783,682,Dave Thompson,Statistics II,2021,A,95,15,95,100,0,1
784,187,Dave Thompson,Biology III,2021,B,75,10,90,95,0,1
785,856,Alice White,Biology III,2021,A+,80,10,95,95,1,1
786,339,Dave Thompson,Chemistry I,2021,B+,75,15,85,95,0,1
787,823,Alice White,Physics II,2021,A+,90,15,80,90,1,1
788,389,Bob Johnson,Statistics II,2021,A,75,10,85,100,0,1
789,494,Dave Thompson,Physics II,2021,A,85,15,85,100,1,1
790,169,Alice White,Biology III,2021,A+,90,15,85,100,0,1
791,825,Bob Johnson,Statistics II,2021,B+,95,15,90,100,1,1
792,53,Dave Thompson,Biology III,2021,A+,75,10,95,100,1,1
793,934,John Smith,Calculus I,2021,B,85,20,80,100,1,1
794,257,Alice White,Chemistry I,2021,B+,75,10,85,10,0,1
795,572,John Smith,Calculus I,2021,C,80,20,80,90,0,1
796,222,Dave Thompson,Statistics II,2021,B+,90,15,95,10,1,1
797,588,Bob Johnson,Calculus I,2021,A+,90,10,85,95,0,1
798,46,Alice White,Statistics II,2021,A+,80,10,90,95,0,1
799,260,Bob Johnson,Physics II,2021,C,90,10,95,100,1,1
800,15,John Smith,Chemistry I,2021,A,85,20,85,100,0,1
801,849,Alice White,Physics II,2021,A+,95,10,80,90,1,1
802,628,John Smith,Biology III,2021,A,75,15,95,95,1,1
803,12,John Smith,Chemistry I,2021,A,90,20,85,90,0,1
804,1,Bob Johnson,Calculus I,2021,B,90,15,80,95,1,1
805,77,Dave Thompson,Statistics II,2021,A,90,15,80,20,0,1
806,542,John Smith,Chemistry I,2021,B+,95,15,80,90,1,1
807,714,John Smith,Biology III,2021,A,75,15,95,20,1,1
808,996,Jane Doe,Physics II,2021,B,90,15,85,10,1,1
809,902,Bob Johnson,Biology III,2021,A+,90,10,85,100,0,1
810,841,John Smith,Calculus I,2021,A+,85,15,95,20,0,1
811,50,Jane Doe,Statistics II,2021,C,95,20,95,20,1,1
812,642,Bob Johnson,Statistics II,2021,A,90,10,80,95,1,1
813,6,Alice White,Calculus I,2021,B+,90,20,80,20,0,1
814,75,Dave Thompson,Statistics II,2021,C,95,20,80,10,1,1
815,346,Bob Johnson,Chemistry I,2021,C,95,15,95,20,1,1
816,860,John Smith,Chemistry I,2021,B,80,10,85,20,0,1
817,333,Jane Doe,Calculus I,2021,A+,75,10,85,90,1,1
818,678,Jane Doe,Calculus I,2021,A,95,15,85,20,1,1
819,844,Alice White,Biology III,2021,A,90,20,80,20,0,1
820,851,Jane Doe,Statistics II,2021,A+,90,20,90,10,0,1
821,274,John Smith,Physics II,2021,B,75,15,80,100,1,1
822,510,Bob Johnson,Calculus I,2021,B,80,20,95,20,0,1
823,915,Alice White,Biology III,2021,B,90,15,95,20,1,1
824,668,Dave Thompson,Calculus I,2021,B+,95,10,95,10,0,1
